date,SPY_close,SMA200,daily_ret,equity,pct_from_sma200,w_long,w_safe,w_other,TQQQ_value,SPY_value
2022-02-17,437.06,444.62,-0.0887,5629.00,-1.70,1.00,0.00,0.00,0.00,0.00
2022-02-18,434.23,444.70,-0.0065,5592.55,-2.35,0.00,1.00,0.00,0.00,5592.55
2022-02-22,429.57,444.74,-0.0107,5532.54,-3.41,0.00,1.00,0.00,0.00,5532.54
2022-02-23,421.95,444.76,-0.0177,5434.40,-5.13,0.00,1.00,0.00,0.00,5434.40
2022-02-24,428.30,444.83,0.0150,5516.18,-3.72,0.00,1.00,0.00,0.00,5516.18
2022-02-25,437.75,444.99,0.0221,5637.89,-1.63,0.00,1.00,0.00,0.00,5637.89
2022-02-28,436.63,445.12,-0.0026,5623.46,-1.91,0.00,1.00,0.00,0.00,5623.46
2022-03-01,429.98,445.19,-0.0152,5537.82,-3.42,0.00,1.00,0.00,0.00,5537.82
2022-03-02,437.89,445.30,0.0184,5639.69,-1.66,0.00,1.00,0.00,0.00,5639.69
2022-03-03,435.71,445.42,-0.0050,5611.62,-2.18,0.00,1.00,0.00,0.00,5611.62
2022-03-04,432.17,445.52,-0.0081,5566.02,-3.00,0.00,1.00,0.00,0.00,5566.02
2022-03-07,419.43,445.54,-0.0295,5401.94,-5.86,0.00,1.00,0.00,0.00,5401.94
2022-03-08,416.25,445.55,-0.0076,5360.99,-6.58,0.00,1.00,0.00,0.00,5360.99
2022-03-09,427.41,445.59,0.0268,5504.72,-4.08,0.00,1.00,0.00,0.00,5504.72
2022-03-10,425.48,445.63,-0.0045,5479.86,-4.52,0.00,1.00,0.00,0.00,5479.86
2022-03-11,420.07,445.63,-0.0127,5410.18,-5.74,0.00,1.00,0.00,0.00,5410.18
2022-03-14,417.00,445.62,-0.0073,5370.64,-6.42,0.00,1.00,0.00,0.00,5370.64
2022-03-15,426.17,445.65,0.0220,5488.75,-4.37,0.00,1.00,0.00,0.00,5488.75
2022-03-16,435.62,445.73,0.0222,5610.46,-2.27,0.00,1.00,0.00,0.00,5610.46
2022-03-17,441.07,445.84,0.0125,5680.65,-1.07,0.00,1.00,0.00,0.00,5680.65
2022-03-18,444.52,445.97,0.0110,5742.87,-0.32,0.00,1.00,0.00,0.00,5742.87
2022-03-21,444.39,446.07,-0.0003,5741.19,-0.38,0.00,1.00,0.00,0.00,5741.19
2022-03-22,449.59,446.21,0.0117,5808.37,0.76,0.00,1.00,0.00,0.00,5808.37
2022-03-23,443.80,446.32,-0.0422,5563.19,-0.56,1.00,0.00,0.00,0.00,0.00
2022-03-24,450.49,446.46,0.0151,5647.05,0.90,0.00,1.00,0.00,0.00,5647.05
2022-03-25,452.69,446.61,-0.0016,5638.14,1.36,1.00,0.00,0.00,0.00,0.00
2022-03-28,455.91,446.77,0.0455,5894.64,2.05,1.00,0.00,0.00,0.00,0.00
2022-03-29,461.55,446.95,0.0512,6196.70,3.27,1.00,0.00,0.00,0.00,0.00
2022-03-30,458.70,447.12,-0.0300,6010.52,2.59,1.00,0.00,0.00,0.00,0.00
2022-03-31,451.64,447.27,-0.0414,5761.93,0.98,1.00,0.00,0.00,0.00,0.00
2022-04-01,452.92,447.42,-0.0043,5737.18,1.23,1.00,0.00,0.00,0.00,0.00
2022-04-04,456.80,447.63,0.0625,6095.69,2.05,1.00,0.00,0.00,0.00,0.00
2022-04-05,451.03,447.78,-0.0661,5692.61,0.73,1.00,0.00,0.00,0.00,0.00
2022-04-06,446.52,447.90,-0.0658,5318.25,-0.31,1.00,0.00,0.00,0.00,0.00
2022-04-07,448.77,448.03,0.0050,5345.05,0.17,0.00,1.00,0.00,0.00,5345.05
2022-04-08,447.57,448.14,-0.0409,5126.50,-0.13,1.00,0.00,0.00,0.00,0.00
2022-04-11,439.92,448.21,-0.0171,5038.88,-1.85,0.00,1.00,0.00,0.00,5038.88
2022-04-12,438.29,448.26,-0.0037,5020.21,-2.22,0.00,1.00,0.00,0.00,5020.21
2022-04-13,443.31,448.34,0.0115,5077.71,-1.12,0.00,1.00,0.00,0.00,5077.71
2022-04-14,437.79,448.39,-0.0125,5014.48,-2.36,0.00,1.00,0.00,0.00,5014.48
2022-04-18,437.97,448.43,0.0004,5016.54,-2.33,0.00,1.00,0.00,0.00,5016.54
2022-04-19,445.04,448.48,0.0161,5097.52,-0.77,0.00,1.00,0.00,0.00,5097.52
2022-04-20,444.71,448.54,-0.0007,5093.74,-0.85,0.00,1.00,0.00,0.00,5093.74
2022-04-21,438.06,448.56,-0.0150,5017.57,-2.34,0.00,1.00,0.00,0.00,5017.57
2022-04-22,426.04,448.54,-0.0274,4879.90,-5.02,0.00,1.00,0.00,0.00,4879.90
2022-04-25,428.51,448.50,0.0058,4908.19,-4.46,0.00,1.00,0.00,0.00,4908.19
2022-04-26,416.10,448.40,-0.0290,4766.04,-7.20,0.00,1.00,0.00,0.00,4766.04
2022-04-27,417.27,448.30,0.0028,4779.44,-6.92,0.00,1.00,0.00,0.00,4779.44
2022-04-28,427.81,448.26,0.0253,4900.17,-4.56,0.00,1.00,0.00,0.00,4900.17
2022-04-29,412.00,448.15,-0.0370,4719.08,-8.07,0.00,1.00,0.00,0.00,4719.08
2022-05-02,414.48,448.06,0.0060,4747.49,-7.50,0.00,1.00,0.00,0.00,4747.49
2022-05-03,416.38,448.02,0.0046,4769.25,-7.06,0.00,1.00,0.00,0.00,4769.25
2022-05-04,429.06,448.01,0.0305,4914.49,-4.23,0.00,1.00,0.00,0.00,4914.49
2022-05-05,413.81,447.91,-0.0355,4739.81,-7.61,0.00,1.00,0.00,0.00,4739.81
2022-05-06,411.34,447.79,-0.0060,4711.52,-8.14,0.00,1.00,0.00,0.00,4711.52
2022-05-09,398.17,447.58,-0.0320,4560.67,-11.04,0.00,1.00,0.00,0.00,4560.67
2022-05-10,399.09,447.37,0.0344,4717.57,-10.79,0.00,0.00,1.00,4717.57,0.00
2022-05-11,392.75,447.14,-0.0890,4297.67,-12.16,0.00,0.00,1.00,4297.67,0.00
2022-05-12,392.34,446.90,-0.0080,4263.30,-12.21,0.00,0.00,1.00,4263.30,0.00
2022-05-13,401.72,446.71,0.1087,4726.54,-10.07,0.00,0.00,1.00,4726.54,0.00
2022-05-16,400.09,446.52,-0.0310,4580.10,-10.40,0.00,0.00,1.00,4580.10,0.00
2022-05-17,408.32,446.37,0.0754,4925.29,-8.52,0.00,0.00,1.00,4925.29,0.00
2022-05-18,391.86,446.13,-0.1459,4206.52,-12.16,0.00,0.00,1.00,4206.52,0.00
2022-05-19,389.46,445.88,-0.0202,4121.34,-12.65,0.00,0.00,1.00,4121.34,0.00
2022-05-20,389.63,445.62,-0.0087,4085.48,-12.56,0.00,0.00,1.00,4085.48,0.00
2022-05-23,396.92,445.39,0.0494,4287.21,-10.88,0.00,0.00,1.00,4287.21,0.00
2022-05-24,393.89,445.15,-0.0624,4019.73,-11.51,0.00,0.00,1.00,4019.73,0.00
2022-05-25,397.37,444.92,0.0401,4181.11,-10.69,0.00,0.00,1.00,4181.11,0.00
2022-05-26,405.31,444.73,0.0836,4530.78,-8.86,0.00,0.00,1.00,4530.78,0.00
2022-05-27,415.26,444.58,0.0980,4974.60,-6.59,0.00,0.00,1.00,4974.60,0.00
2022-05-31,412.93,444.41,-0.0072,4938.73,-7.08,0.00,0.00,1.00,4938.73,0.00
2022-06-01,409.59,444.23,-0.0233,4823.67,-7.80,0.00,0.00,1.00,4823.67,0.00
2022-06-02,417.39,444.09,0.0812,5215.18,-6.01,0.00,0.00,1.00,5215.18,0.00
2022-06-03,410.54,443.95,-0.0791,4802.75,-7.53,0.00,0.00,1.00,4802.75,0.00
2022-06-06,411.79,443.81,0.0124,4862.52,-7.21,0.00,0.00,1.00,4862.52,0.00
2022-06-07,415.74,443.67,0.0243,4980.57,-6.30,0.00,0.00,1.00,4980.57,0.00
2022-06-08,411.22,443.49,-0.0204,4878.96,-7.28,0.00,0.00,1.00,4878.96,0.00
2022-06-09,401.44,443.26,-0.0815,4481.47,-9.43,0.00,0.00,1.00,4481.47,0.00
2022-06-10,389.80,442.96,-0.1067,4003.29,-12.00,0.00,0.00,1.00,4003.29,0.00
2022-06-13,375.00,442.61,-0.1385,3448.89,-15.27,0.00,0.00,1.00,3448.89,0.00
2022-06-14,373.87,442.23,0.0065,3471.31,-15.46,0.00,0.00,1.00,3471.31,0.00
2022-06-15,379.20,441.86,0.0719,3720.86,-14.18,0.00,0.00,1.00,3720.86,0.00
2022-06-16,366.65,441.44,-0.1221,3266.59,-16.94,0.00,0.00,1.00,3266.59,0.00
2022-06-17,365.86,441.01,0.0371,3387.63,-17.04,0.00,0.00,1.00,3387.63,0.00
2022-06-21,375.07,440.62,0.0754,3643.16,-14.88,0.00,0.00,1.00,3643.16,0.00
2022-06-22,374.39,440.22,-0.0037,3629.71,-14.95,0.00,0.00,1.00,3629.71,0.00
2022-06-23,378.06,439.86,0.0428,3785.12,-14.05,0.00,0.00,1.00,3785.12,0.00
2022-06-24,390.08,439.55,0.1046,4181.11,-11.26,0.00,0.00,1.00,4181.11,0.00
2022-06-27,388.59,439.25,-0.0236,4082.49,-11.53,0.00,0.00,1.00,4082.49,0.00
2022-06-28,380.65,438.93,-0.0911,3710.40,-13.28,0.00,0.00,1.00,3710.40,0.00
2022-06-29,380.34,438.59,0.0020,3717.87,-13.28,0.00,0.00,1.00,3717.87,0.00
2022-06-30,377.25,438.26,-0.0354,3586.37,-13.92,0.00,0.00,1.00,3586.37,0.00
2022-07-01,381.24,437.93,0.0163,3644.65,-12.94,0.00,0.00,1.00,3644.65,0.00
2022-07-05,381.96,437.60,0.0517,3832.94,-12.71,0.00,0.00,1.00,3832.94,0.00
2022-07-06,383.25,437.31,0.0191,3906.16,-12.36,0.00,0.00,1.00,3906.16,0.00
2022-07-07,388.99,437.08,0.0620,4148.24,-11.00,0.00,0.00,1.00,4148.24,0.00
2022-07-08,388.67,436.86,0.0047,4167.66,-11.03,0.00,0.00,1.00,4167.66,0.00
2022-07-11,384.23,436.59,-0.0638,3901.67,-11.99,0.00,0.00,1.00,3901.67,0.00
2022-07-12,380.83,436.28,-0.0291,3788.11,-12.71,0.00,0.00,1.00,3788.11,0.00
2022-07-13,378.83,435.95,-0.0063,3764.20,-13.10,0.00,0.00,1.00,3764.20,0.00
2022-07-14,377.91,435.63,0.0103,3803.05,-13.25,0.00,0.00,1.00,3803.05,0.00
2022-07-15,385.13,435.39,0.0527,4003.29,-11.54,0.00,0.00,1.00,4003.29,0.00
2022-07-18,381.95,435.13,-0.0231,3910.64,-12.22,0.00,0.00,1.00,3910.64,0.00
2022-07-19,392.27,434.94,0.0875,4252.84,-9.81,0.00,0.00,1.00,4252.84,0.00
2022-07-20,394.77,434.74,0.0502,4466.53,-9.19,0.00,0.00,1.00,4466.53,0.00
2022-07-21,398.79,434.59,0.0425,4656.31,-8.24,0.00,0.00,1.00,4656.31,0.00
2022-07-22,395.09,434.40,-0.0523,4412.73,-9.05,0.00,0.00,1.00,4412.73,0.00
2022-07-25,395.57,434.21,-0.0149,4346.98,-8.90,0.00,0.00,1.00,4346.98,0.00
2022-07-26,390.89,433.97,-0.0605,4083.98,-9.93,0.00,0.00,1.00,4083.98,0.00
2022-07-27,401.04,433.78,0.1248,4593.55,-7.55,0.00,0.00,1.00,4593.55,0.00
2022-07-28,406.07,433.64,0.0286,4725.05,-6.36,0.00,0.00,1.00,4725.05,0.00
2022-07-29,411.99,433.53,0.0550,4985.06,-4.97,0.00,0.00,1.00,4985.06,0.00
2022-08-01,410.77,433.41,-0.0015,4977.59,-5.22,0.00,0.00,1.00,4977.59,0.00
2022-08-02,408.06,433.24,-0.0093,4931.26,-5.81,0.00,0.00,1.00,4931.26,0.00
2022-08-03,414.45,433.08,0.0800,5325.76,-4.30,0.00,0.00,1.00,5325.76,0.00
2022-08-04,414.17,432.92,0.0143,5401.97,-4.33,0.00,0.00,1.00,5401.97,0.00
2022-08-05,413.47,432.73,-0.0238,5273.46,-4.45,0.00,0.00,1.00,5273.46,0.00
2022-08-08,412.99,432.53,-0.0102,5219.67,-4.52,0.00,0.00,1.00,5219.67,0.00
2022-08-09,411.35,432.32,-0.0344,5040.35,-4.85,0.00,0.00,1.00,5040.35,0.00
2022-08-10,419.99,432.16,0.0821,5454.27,-2.82,0.00,0.00,1.00,5454.27,0.00
2022-08-11,419.99,431.98,-0.0151,5372.09,-2.78,0.00,0.00,1.00,5372.09,0.00
2022-08-12,427.10,431.84,0.0565,5675.43,-1.10,0.00,0.00,1.00,5675.43,0.00
2022-08-15,428.86,431.71,0.0240,5811.42,-0.66,0.00,0.00,1.00,5811.42,0.00
2022-08-16,429.70,431.57,-0.0064,5774.06,-0.43,0.00,0.00,1.00,5774.06,0.00
2022-08-17,426.65,431.40,-0.0347,5573.82,-1.10,0.00,0.00,1.00,5573.82,0.00
2022-08-18,427.89,431.24,0.0067,5611.18,-0.78,0.00,0.00,1.00,5611.18,0.00
2022-08-19,422.14,431.04,-0.0586,5282.43,-2.07,0.00,0.00,1.00,5282.43,0.00
2022-08-22,413.35,430.79,-0.0786,4867.01,-4.05,0.00,0.00,1.00,4867.01,0.00
2022-08-23,412.35,430.51,-0.0034,4850.57,-4.22,0.00,0.00,1.00,4850.57,0.00
2022-08-24,413.67,430.24,0.0077,4887.93,-3.85,0.00,0.00,1.00,4887.93,0.00
2022-08-25,419.51,429.99,0.0526,5144.95,-2.44,0.00,0.00,1.00,5144.95,0.00
2022-08-26,405.31,429.68,-0.1217,4518.83,-5.67,0.00,0.00,1.00,4518.83,0.00
2022-08-29,402.63,429.38,-0.0308,4379.86,-6.23,0.00,0.00,1.00,4379.86,0.00
2022-08-30,398.21,429.05,-0.0334,4233.41,-7.19,0.00,0.00,1.00,4233.41,0.00
2022-08-31,395.18,428.69,-0.0184,4155.71,-7.82,0.00,0.00,1.00,4155.71,0.00
2022-09-01,396.42,428.33,0.0011,4160.19,-7.45,0.00,0.00,1.00,4160.19,0.00
2022-09-02,392.24,427.95,-0.0417,3986.85,-8.34,0.00,0.00,1.00,3986.85,0.00
2022-09-06,390.76,427.56,-0.0229,3895.70,-8.61,0.00,0.00,1.00,3895.70,0.00
2022-09-07,397.78,427.20,0.0591,4125.82,-6.89,0.00,0.00,1.00,4125.82,0.00
2022-09-08,400.38,426.86,0.0163,4193.07,-6.20,0.00,0.00,1.00,4193.07,0.00
2022-09-09,406.60,426.56,0.0634,4459.06,-4.68,0.00,0.00,1.00,4459.06,0.00
2022-09-12,410.97,426.27,0.0365,4621.94,-3.59,0.00,0.00,1.00,4621.94,0.00
2022-09-13,393.10,425.89,-0.1646,3861.33,-7.70,0.00,0.00,1.00,3861.33,0.00
2022-09-14,394.60,425.57,0.0224,3948.00,-7.28,0.00,0.00,1.00,3948.00,0.00
2022-09-15,390.12,425.19,-0.0503,3749.25,-8.25,0.00,0.00,1.00,3749.25,0.00
2022-09-16,385.56,424.84,-0.0195,3676.03,-9.25,0.00,0.00,1.00,3676.03,0.00
2022-09-19,388.55,424.53,0.0240,3764.20,-8.48,0.00,0.00,1.00,3764.20,0.00
2022-09-20,384.09,424.17,-0.0238,3674.54,-9.45,0.00,0.00,1.00,3674.54,0.00
2022-09-21,377.39,423.79,-0.0549,3472.80,-10.95,0.00,0.00,1.00,3472.80,0.00
2022-09-22,374.22,423.36,-0.0370,3344.29,-11.61,0.00,0.00,1.00,3344.29,0.00
2022-09-23,367.95,422.86,-0.0478,3184.40,-12.99,0.00,0.00,1.00,3184.40,0.00
2022-09-26,364.31,422.34,-0.0136,3141.07,-13.74,0.00,0.00,1.00,3141.07,0.00
2022-09-27,363.38,421.82,0.0010,3144.05,-13.85,0.00,0.00,1.00,3144.05,0.00
2022-09-28,370.53,421.32,0.0585,3327.85,-12.06,0.00,0.00,1.00,3327.85,0.00
2022-09-29,362.79,420.80,-0.0844,3046.92,-13.79,0.00,0.00,1.00,3046.92,0.00
2022-09-30,357.18,420.27,-0.0525,2887.03,-15.01,0.00,0.00,1.00,2887.03,0.00
2022-10-03,366.61,419.75,0.0694,3087.27,-12.66,0.00,0.00,1.00,3087.27,0.00
2022-10-04,377.97,419.31,0.0929,3374.18,-9.86,0.00,0.00,1.00,3374.18,0.00
2022-10-05,377.09,418.89,0.0000,3374.18,-9.98,0.00,0.00,1.00,3374.18,0.00
2022-10-06,373.20,418.49,-0.0252,3289.00,-10.82,0.00,0.00,1.00,3289.00,0.00
2022-10-07,362.79,417.98,-0.1140,2913.93,-13.20,0.00,0.00,1.00,2913.93,0.00
2022-10-10,360.02,417.45,-0.0313,2822.77,-13.76,0.00,0.00,1.00,2822.77,0.00
2022-10-11,357.74,416.88,-0.0397,2710.70,-14.19,0.00,0.00,1.00,2710.70,0.00
2022-10-12,356.56,416.28,-0.0022,2704.72,-14.35,0.00,0.00,1.00,2704.72,0.00
2022-10-13,365.97,415.72,0.0669,2885.54,-11.97,0.00,0.00,1.00,2885.54,0.00
2022-10-14,357.63,415.12,-0.0901,2625.52,-13.85,0.00,0.00,1.00,2625.52,0.00
2022-10-17,366.82,414.58,0.0985,2884.04,-11.52,0.00,0.00,1.00,2884.04,0.00
2022-10-18,371.13,414.06,0.0249,2955.77,-10.37,0.00,0.00,1.00,2955.77,0.00
2022-10-19,368.50,413.51,-0.0121,2919.91,-10.89,0.00,0.00,1.00,2919.91,0.00
2022-10-20,365.41,412.95,-0.0169,2870.59,-11.51,0.00,0.00,1.00,2870.59,0.00
2022-10-21,374.29,412.48,0.0708,3073.82,-9.26,0.00,0.00,1.00,3073.82,0.00
2022-10-24,378.87,412.04,0.0340,3178.42,-8.05,0.00,0.00,1.00,3178.42,0.00
2022-10-25,384.92,411.63,0.0602,3369.70,-6.49,0.00,0.00,1.00,3369.70,0.00
2022-10-26,382.02,411.21,-0.0661,3147.04,-7.10,0.00,0.00,1.00,3147.04,0.00
2022-10-27,379.98,410.76,-0.0551,2973.70,-7.49,0.00,0.00,1.00,2973.70,0.00
2022-10-28,389.02,410.35,0.0905,3242.68,-5.20,0.00,0.00,1.00,3242.68,0.00
2022-10-31,386.21,409.96,-0.0346,3130.60,-5.79,0.00,0.00,1.00,3130.60,0.00
2022-11-01,384.52,409.56,-0.0310,3033.47,-6.11,0.00,0.00,1.00,3033.47,0.00
2022-11-02,374.87,409.15,-0.1034,2719.67,-8.38,0.00,0.00,1.00,2719.67,0.00
2022-11-03,371.01,408.75,-0.0577,2562.76,-9.23,0.00,0.00,1.00,2562.76,0.00
2022-11-04,376.35,408.40,0.0466,2682.31,-7.85,0.00,0.00,1.00,2682.31,0.00
2022-11-07,379.95,408.11,0.0318,2767.48,-6.90,0.00,0.00,1.00,2767.48,0.00
2022-11-08,382.00,407.82,0.0216,2827.26,-6.33,0.00,0.00,1.00,2827.26,0.00
2022-11-09,374.13,407.52,-0.0698,2630.01,-8.19,0.00,0.00,1.00,2630.01,0.00
2022-11-10,394.69,407.32,0.2188,3205.32,-3.10,0.00,0.00,1.00,3205.32,0.00
2022-11-11,398.51,407.16,0.0569,3387.63,-2.12,0.00,0.00,1.00,3387.63,0.00
2022-11-14,395.12,406.92,-0.0265,3297.97,-2.90,0.00,0.00,1.00,3297.97,0.00
2022-11-15,398.49,406.67,0.0403,3430.96,-2.01,0.00,0.00,1.00,3430.96,0.00
2022-11-16,395.45,406.38,-0.0405,3291.99,-2.69,0.00,0.00,1.00,3291.99,0.00
2022-11-17,394.24,406.06,-0.0077,3266.59,-2.91,0.00,0.00,1.00,3266.59,0.00
2022-11-18,396.03,405.81,-0.0009,3263.60,-2.41,0.00,0.00,1.00,3263.60,0.00
2022-11-21,394.59,405.54,-0.0302,3164.97,-2.70,0.00,0.00,1.00,3164.97,0.00
2022-11-22,399.90,405.30,0.0420,3297.97,-1.33,0.00,0.00,1.00,3297.97,0.00
2022-11-23,402.42,405.06,0.0299,3396.59,-0.65,0.00,0.00,1.00,3396.59,0.00
2022-11-25,402.33,404.79,-0.0207,3326.36,-0.61,0.00,0.00,1.00,3326.36,0.00
2022-11-28,395.91,404.52,-0.0440,3179.92,-2.13,0.00,0.00,1.00,3179.92,0.00
2022-11-29,395.23,404.29,-0.0240,3103.71,-2.24,0.00,0.00,1.00,3103.71,0.00
2022-11-30,407.68,404.14,0.1343,3520.62,0.88,0.00,0.00,1.00,3520.62,0.00
2022-12-01,407.38,403.94,0.0055,3540.05,0.85,1.00,0.00,0.00,0.00,0.00
2022-12-02,406.91,403.74,-0.0118,3498.21,0.78,1.00,0.00,0.00,0.00,0.00
2022-12-05,399.59,403.56,-0.0504,3321.88,-0.98,1.00,0.00,0.00,0.00,0.00
2022-12-06,393.83,403.35,-0.0144,3273.99,-2.36,0.00,1.00,0.00,0.00,3273.99
2022-12-07,393.16,403.17,-0.0017,3268.42,-2.48,0.00,1.00,0.00,0.00,3268.42
2022-12-08,396.24,403.04,0.0078,3294.03,-1.69,0.00,1.00,0.00,0.00,3294.03
2022-12-09,393.28,402.87,-0.0075,3269.42,-2.38,0.00,1.00,0.00,0.00,3269.42
2022-12-12,398.95,402.67,0.0144,3316.56,-0.93,0.00,1.00,0.00,0.00,3316.56
2022-12-13,401.97,402.50,0.0076,3341.66,-0.13,0.00,1.00,0.00,0.00,3341.66
2022-12-14,399.40,402.35,-0.0064,3320.30,-0.73,0.00,1.00,0.00,0.00,3320.30
2022-12-15,389.63,402.11,-0.0245,3239.08,-3.10,0.00,1.00,0.00,0.00,3239.08
2022-12-16,383.27,401.85,-0.0118,3200.84,-4.62,0.00,1.00,0.00,0.00,3200.84
2022-12-19,380.02,401.58,-0.0085,3173.69,-5.37,0.00,1.00,0.00,0.00,3173.69
2022-12-20,380.54,401.39,0.0014,3178.04,-5.19,0.00,1.00,0.00,0.00,3178.04
2022-12-21,386.23,401.24,0.0150,3225.56,-3.74,0.00,1.00,0.00,0.00,3225.56
2022-12-22,380.72,401.01,-0.0143,3179.54,-5.06,0.00,1.00,0.00,0.00,3179.54
2022-12-23,382.91,400.79,0.0058,3197.83,-4.46,0.00,1.00,0.00,0.00,3197.83
2022-12-27,381.40,400.60,-0.0039,3185.22,-4.79,0.00,1.00,0.00,0.00,3185.22
2022-12-28,376.66,400.40,-0.0124,3145.63,-5.93,0.00,1.00,0.00,0.00,3145.63
2022-12-29,383.44,400.18,0.0180,3202.26,-4.18,0.00,1.00,0.00,0.00,3202.26
2022-12-30,382.43,399.92,-0.0026,3193.82,-4.37,0.00,1.00,0.00,0.00,3193.82
2023-01-03,380.82,399.62,-0.0042,3180.38,-4.70,0.00,1.00,0.00,0.00,3180.38
2023-01-04,383.76,399.31,0.0077,3204.93,-3.90,0.00,1.00,0.00,0.00,3204.93
2023-01-05,379.38,398.99,-0.0114,3168.35,-4.91,0.00,1.00,0.00,0.00,3168.35
2023-01-06,388.08,398.68,0.0229,3241.01,-2.66,0.00,1.00,0.00,0.00,3241.01
2023-01-09,387.86,398.40,-0.0006,3239.17,-2.65,0.00,1.00,0.00,0.00,3239.17
2023-01-10,390.58,398.10,0.0070,3261.89,-1.89,0.00,1.00,0.00,0.00,3261.89
2023-01-11,395.52,397.82,0.0126,3303.14,-0.58,0.00,1.00,0.00,0.00,3303.14
2023-01-12,396.96,397.52,0.0036,3315.17,-0.14,0.00,1.00,0.00,0.00,3315.17
2023-01-13,398.50,397.21,0.0039,3328.03,0.33,0.00,1.00,0.00,0.00,3328.03
2023-01-17,397.77,396.90,0.0055,3346.24,0.22,1.00,0.00,0.00,0.00,0.00
2023-01-18,391.49,396.60,-0.0371,3222.06,-1.29,1.00,0.00,0.00,0.00,0.00
2023-01-19,388.64,396.28,-0.0073,3198.60,-1.93,0.00,1.00,0.00,0.00,3198.60
2023-01-20,395.88,395.97,0.0186,3258.19,-0.02,0.00,1.00,0.00,0.00,3258.19
2023-01-23,400.63,395.72,0.0120,3297.29,1.24,0.00,1.00,0.00,0.00,3297.29
2023-01-24,400.20,395.49,-0.0060,3277.56,1.19,1.00,0.00,0.00,0.00,0.00
2023-01-25,400.35,395.25,-0.0074,3253.28,1.29,1.00,0.00,0.00,0.00,0.00
2023-01-26,404.75,395.04,0.0578,3441.44,2.46,1.00,0.00,0.00,0.00,0.00
2023-01-27,405.68,394.86,0.0287,3540.07,2.74,1.00,0.00,0.00,0.00,0.00
2023-01-30,400.59,394.68,-0.0600,3327.63,1.50,1.00,0.00,0.00,0.00,0.00
2023-01-31,406.48,394.49,0.0447,3476.34,3.04,1.00,0.00,0.00,0.00,0.00
2023-02-01,410.80,394.36,0.0646,3700.91,4.17,1.00,0.00,0.00,0.00,0.00
2023-02-02,416.78,394.25,0.1033,4083.29,5.71,1.00,0.00,0.00,0.00,0.00
2023-02-03,412.35,394.09,-0.0517,3872.38,4.63,1.00,0.00,0.00,0.00,0.00
2023-02-06,409.83,393.91,-0.0255,3773.75,4.04,1.00,0.00,0.00,0.00,0.00
2023-02-07,415.19,393.80,0.0619,4007.42,5.43,1.00,0.00,0.00,0.00,0.00
2023-02-08,410.65,393.72,-0.0538,3791.95,4.30,1.00,0.00,0.00,0.00,0.00
2023-02-09,407.09,393.61,-0.0268,3690.29,3.42,1.00,0.00,0.00,0.00,0.00
2023-02-10,408.04,393.57,-0.0206,3614.42,3.68,1.00,0.00,0.00,0.00,0.00
2023-02-13,412.83,393.55,0.0474,3785.89,4.90,1.00,0.00,0.00,0.00,0.00
2023-02-14,412.64,393.48,0.0216,3867.82,4.87,1.00,0.00,0.00,0.00,0.00
2023-02-15,413.98,393.49,0.0224,3954.32,5.21,1.00,0.00,0.00,0.00,0.00
2023-02-16,408.28,393.45,-0.0572,3728.23,3.77,1.00,0.00,0.00,0.00,0.00
2023-02-17,407.26,393.41,-0.0216,3647.80,3.52,1.00,0.00,0.00,0.00,0.00
2023-02-21,399.09,393.26,-0.0703,3391.36,1.48,1.00,0.00,0.00,0.00,0.00
2023-02-22,398.54,393.18,0.0009,3394.40,1.36,1.00,0.00,0.00,0.00,0.00
2023-02-23,400.66,393.13,0.0250,3479.37,1.92,1.00,0.00,0.00,0.00,0.00
2023-02-24,396.38,393.12,-0.0506,3303.36,0.83,1.00,0.00,0.00,0.00,0.00
2023-02-27,397.73,393.11,0.0216,3374.67,1.17,1.00,0.00,0.00,0.00,0.00
2023-02-28,396.26,393.13,-0.0049,3357.98,0.80,1.00,0.00,0.00,0.00,0.00
2023-03-01,394.74,393.14,-0.0244,3276.04,0.41,1.00,0.00,0.00,0.00,0.00
2023-03-02,397.81,393.12,0.0241,3354.95,1.19,1.00,0.00,0.00,0.00,0.00
2023-03-03,404.19,393.14,0.0611,3559.79,2.81,1.00,0.00,0.00,0.00,0.00
2023-03-06,404.47,393.12,0.0043,3574.97,2.89,1.00,0.00,0.00,0.00,0.00
2023-03-07,398.27,393.16,-0.0374,3441.44,1.30,1.00,0.00,0.00,0.00,0.00
2023-03-08,398.92,393.20,0.0137,3488.48,1.45,1.00,0.00,0.00,0.00,0.00
2023-03-09,391.56,393.21,-0.0526,3304.87,-0.42,1.00,0.00,0.00,0.00,0.00
2023-03-10,385.91,393.16,-0.0144,3257.19,-1.84,0.00,1.00,0.00,0.00,3257.19
2023-03-13,385.36,393.12,-0.0014,3252.54,-1.97,0.00,1.00,0.00,0.00,3252.54
2023-03-14,391.73,393.09,0.0165,3306.31,-0.35,0.00,1.00,0.00,0.00,3306.31
2023-03-15,389.28,393.01,-0.0063,3285.63,-0.95,0.00,1.00,0.00,0.00,3285.63
2023-03-16,396.11,392.91,0.0175,3343.28,0.81,0.00,1.00,0.00,0.00,3343.28
2023-03-17,389.99,392.80,-0.0148,3293.68,-0.71,1.00,0.00,0.00,0.00,0.00
2023-03-20,393.74,392.72,0.0096,3325.35,0.26,0.00,1.00,0.00,0.00,3325.35
