Ticker,Weight
MU,8.49
AVGO,7.92
AMD,7.73
NVDA,6.81
INTC,6.38
MRVL,6.08
AMAT,4.76
MPWR,4.18
TXN,4.02
NXPI,3.89
QCOM,3.59
KLAC,3.41
ADI,3.39
LRCX,3.36
TER,3.2
MCHP,3.17
TSM,2.99
ASML,2.66
ON,2.51
CRDO,1.83
ALAB,1.72
ENTG,1.32
MTSI,1.23
ASX,1.04
NVMI,0.98
RMBS,0.75
STM,0.7
SWKS,0.65
UMC,0.58
ARM,0.54
XTSLA,0.11
WFFUT,0.01
